Tên	STT	Loại	Dân số (người)	Diện tích (km2)	Mật độ (người/km2)	Sáp nhập toàn bộ từ	Sáp nhập một phần từ	Giáp ranh	Full Address 1	Latitude 1	Longitude 1	SĐT	AFF+MAF  hiện tại	AFF+MAF  2030	CN hiện có	CN cần có	SLCN	Thị trường thừa/ thiếu	Mật độ Aff+Maf	TỈNH	GHÉP ĐVHC
Huyện Như Xuân													8.309	10.626	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Như XuânThanh Hóa
Huyện Như Thanh													13.858	17.711	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Như ThanhThanh Hóa
Huyện Nông Cống													40.252	51.399	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Nông CốngThanh Hóa
Huyện Đông Sơn													15.366	19.640	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Đông SơnThanh Hóa
Huyện Quảng Xương													30.903	39.494	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Huyện Quảng XươngThanh Hóa
Thị xã Nghi Sơn													53.817	68.736	0	0	0	Đủ CN	#DIV/0!	Thanh Hóa	Thị xã Nghi SơnThanh Hóa
Thành phố Vinh													164.555	210.420	2	2	0	Đủ CN	#DIV/0!	Nghệ An	Thành phố VinhNghệ An
Thị xã Cửa Lò													15.312	19.575	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Thị xã Cửa LòNghệ An
Thị xã Thái Hoà													14.359	18.355	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Thị xã Thái HoàNghệ An
Huyện Quế Phong													7.685	9.820	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Huyện Quế PhongNghệ An
Huyện Quỳ Châu													6.232	7.966	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Huyện Quỳ ChâuNghệ An
Huyện Kỳ Sơn													6.870	8.783	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Huyện Kỳ SơnNghệ An
Huyện Tương Dương													7.479	9.559	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Huyện Tương DươngNghệ An
Huyện Nghĩa Đàn													16.031	20.491	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Huyện Nghĩa ĐànNghệ An
Huyện Quỳ Hợp													16.621	21.247	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Huyện Quỳ HợpNghệ An
Huyện Quỳnh Lưu													39.921	51.030	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Huyện Quỳnh LưuNghệ An
Huyện Con Cuông													7.100	9.074	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Huyện Con CuôngNghệ An
Huyện Tân Kỳ													15.564	19.898	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Huyện Tân KỳNghệ An
Huyện Anh Sơn													14.143	18.076	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Huyện Anh SơnNghệ An
Huyện Diễn Châu													55.572	70.983	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Huyện Diễn ChâuNghệ An
Huyện Yên Thành													47.489	60.639	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Huyện Yên ThànhNghệ An
Huyện Đô Lương													30.006	38.345	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Huyện Đô LươngNghệ An
Huyện Thanh Chương													27.691	35.380	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Huyện Thanh ChươngNghệ An
Huyện Nghi Lộc													104.255	132.958	0	1	(1)	Thiếu CN	#DIV/0!	Nghệ An	Huyện Nghi LộcNghệ An
Huyện Nam Đàn													22.509	28.761	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Huyện Nam ĐànNghệ An
Huyện Hưng Nguyên													47.541	60.646	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Huyện Hưng NguyênNghệ An
Thị xã Hoàng Mai													36.974	47.185	0	0	0	Đủ CN	#DIV/0!	Nghệ An	Thị xã Hoàng MaiNghệ An
Thành phố Hà Tĩnh													53.352	68.249	1	1	0	Đủ CN	#DIV/0!	Hà Tĩnh	Thành phố Hà TĩnhHà Tĩnh
Thị xã Hồng Lĩnh													18.456	23.593	0	0	0	Đủ CN	#DIV/0!	Hà Tĩnh	Thị xã Hồng LĩnhHà Tĩnh
Huyện Hương Sơn													20.345	26.002	0	0	0	Đủ CN	#DIV/0!	Hà Tĩnh	Huyện Hương SơnHà Tĩnh
Huyện Đức Thọ													19.786	25.276	0	0	0	Đủ CN	#DIV/0!	Hà Tĩnh	Huyện Đức ThọHà Tĩnh
Huyện Vũ Quang													4.426	5.662	0	0	0	Đủ CN	#DIV/0!	Hà Tĩnh	Huyện Vũ QuangHà Tĩnh
Huyện Nghi Xuân													19.011	24.316	0	0	0	Đủ CN	#DIV/0!	Hà Tĩnh	Huyện Nghi XuânHà Tĩnh
Huyện Can Lộc													19.656	25.119	0	0	0	Đủ CN	#DIV/0!	Hà Tĩnh	Huyện Can LộcHà Tĩnh
Huyện Hương Khê													14.720	18.809	0	0	0	Đủ CN	#DIV/0!	Hà Tĩnh	Huyện Hương KhêHà Tĩnh
Huyện Thạch Hà													21.430	27.398	0	0	0	Đủ CN	#DIV/0!	Hà Tĩnh	Huyện Thạch HàHà Tĩnh
Huyện Cẩm Xuyên													21.478	27.455	0	0	0	Đủ CN	#DIV/0!	Hà Tĩnh	Huyện Cẩm XuyênHà Tĩnh
Huyện Kỳ Anh													17.103	21.855	1	0	1	Thừa CN	#DIV/0!	Hà Tĩnh	Huyện Kỳ AnhHà Tĩnh
Huyện Lộc Hà													14.248	18.206	0	0	0	Đủ CN	#DIV/0!	Hà Tĩnh	Huyện Lộc HàHà Tĩnh
Thị xã Kỳ Anh													34.028	43.499	0	0	0	Đủ CN	#DIV/0!	Hà Tĩnh	Thị xã Kỳ AnhHà Tĩnh
Thành Phố Đồng Hới													62.061	79.545	1	1	0	Đủ CN	#DIV/0!	Quảng Bình	Thành Phố Đồng HớiQuảng Bình
Huyện Minh Hóa													7.291	9.336	0	0	0	Đủ CN	#DIV/0!	Quảng Bình	Huyện Minh HóaQuảng Bình
Huyện Tuyên Hóa													12.443	15.923	0	0	0	Đủ CN	#DIV/0!	Quảng Bình	Huyện Tuyên HóaQuảng Bình
Huyện Quảng Trạch													20.205	25.851	0	0	0	Đủ CN	#DIV/0!	Quảng Bình	Huyện Quảng TrạchQuảng Bình
Huyện Bố Trạch													31.741	40.636	0	0	0	Đủ CN	#DIV/0!	Quảng Bình	Huyện Bố TrạchQuảng Bình
Huyện Quảng Ninh													14.814	18.963	0	0	0	Đủ CN	#DIV/0!	Quảng Bình	Huyện Quảng NinhQuảng Bình
Huyện Lệ Thủy													23.138	29.619	0	0	0	Đủ CN	#DIV/0!	Quảng Bình	Huyện Lệ ThủyQuảng Bình
Thị xã Ba Đồn													26.718	34.206	0	0	0	Đủ CN	#DIV/0!	Quảng Bình	Thị xã Ba ĐồnQuảng Bình
Thành phố Đông Hà													36.035	46.188	0	0	0	Đủ CN	#DIV/0!	Quảng Trị	Thành phố Đông HàQuảng Trị
Thị xã Quảng Trị													7.138	9.149	0	0	0	Đủ CN	#DIV/0!	Quảng Trị	Thị xã Quảng TrịQuảng Trị
Huyện Vĩnh Linh													20.648	26.421	0	0	0	Đủ CN	#DIV/0!	Quảng Trị	Huyện Vĩnh LinhQuảng Trị
Huyện Hướng Hóa													13.316	17.067	0	0	0	Đủ CN	#DIV/0!	Quảng Trị	Huyện Hướng HóaQuảng Trị
Huyện Gio Linh													12.972	16.612	0	0	0	Đủ CN	#DIV/0!	Quảng Trị	Huyện Gio LinhQuảng Trị
Huyện Đa Krông													5.020	6.433	0	0	0	Đủ CN	#DIV/0!	Quảng Trị	Huyện Đa KrôngQuảng Trị
Huyện Cam Lộ													9.179	11.751	0	0	0	Đủ CN	#DIV/0!	Quảng Trị	Huyện Cam LộQuảng Trị
Huyện Triệu Phong													15.713	20.110	0	0	0	Đủ CN	#DIV/0!	Quảng Trị	Huyện Triệu PhongQuảng Trị
Huyện Hải Lăng													13.198	16.889	0	0	0	Đủ CN	#DIV/0!	Quảng Trị	Huyện Hải LăngQuảng Trị
Huyện Cồn Cỏ													64	82	0	0	0	Đủ CN	#DIV/0!	Quảng Trị	Huyện Cồn CỏQuảng Trị
Thành phố Huế													103.446	132.228	1	2	(1)	Thiếu CN	#DIV/0!	Thừa Thiên Huế	Thành phố HuếThừa Thiên Huế
Huyện Phong Điền													18.202	23.241	0	0	0	Đủ CN	#DIV/0!	Thừa Thiên Huế	Huyện Phong ĐiềnThừa Thiên Huế
Huyện Quảng Điền													15.389	19.635	0	0	0	Đủ CN	#DIV/0!	Thừa Thiên Huế	Huyện Quảng ĐiềnThừa Thiên Huế
Huyện Phú Vang													23.973	30.625	0	0	0	Đủ CN	#DIV/0!	Thừa Thiên Huế	Huyện Phú VangThừa Thiên Huế
Thị xã Hương Thủy													29.340	37.427	0	0	0	Đủ CN	#DIV/0!	Thừa Thiên Huế	Thị xã Hương ThủyThừa Thiên Huế
Thị xã Hương Trà													16.405	20.961	0	0	0	Đủ CN	#DIV/0!	Thừa Thiên Huế	Thị xã Hương TràThừa Thiên Huế
Huyện A Lưới													5.967	7.636	0	0	0	Đủ CN	#DIV/0!	Thừa Thiên Huế	Huyện A LướiThừa Thiên Huế
Huyện Phú Lộc													22.022	28.130	0	0	0	Đủ CN	#DIV/0!	Thừa Thiên Huế	Huyện Phú LộcThừa Thiên Huế
Huyện Nam Đông													3.758	4.811	0	0	0	Đủ CN	#DIV/0!	Thừa Thiên Huế	Huyện Nam ĐôngThừa Thiên Huế
Quận Liên Chiểu													50.098	65.370	1	1	0	Đủ CN	#DIV/0!	Đà Nẵng	Quận Liên ChiểuĐà Nẵng
Quận Thanh Khê													38.447	50.357	2	2	0	Đủ CN	#DIV/0!	Đà Nẵng	Quận Thanh KhêĐà Nẵng
Quận Hải Châu													75.453	98.629	3	2	1	Thừa CN	#DIV/0!	Đà Nẵng	Quận Hải ChâuĐà Nẵng
Quận Sơn Trà													34.172	44.705	2	1	1	Thừa CN	#DIV/0!	Đà Nẵng	Quận Sơn TràĐà Nẵng
Quận Ngũ Hành Sơn													26.458	34.640	0	2	(2)	Thiếu CN	#DIV/0!	Đà Nẵng	Quận Ngũ Hành SơnĐà Nẵng
Quận Cẩm Lệ													45.832	59.963	2	2	0	Đủ CN	#DIV/0!	Đà Nẵng	Quận Cẩm LệĐà Nẵng
Huyện Hòa Vang													18.405	24.074	0	0	0	Đủ CN	#DIV/0!	Đà Nẵng	Huyện Hòa VangĐà Nẵng
Thành phố Tam Kỳ													65.450	83.553	1	1	0	Đủ CN	#DIV/0!	Quảng Nam	Thành phố Tam KỳQuảng Nam
Thành phố Hội An													28.110	35.993	1	1	0	Đủ CN	#DIV/0!	Quảng Nam	Thành phố Hội AnQuảng Nam
Huyện Tây Giang													2.502	3.204	0	0	0	Đủ CN	#DIV/0!	Quảng Nam	Huyện Tây GiangQuảng Nam
Huyện Đông Giang													2.972	3.806	0	0	0	Đủ CN	#DIV/0!	Quảng Nam	Huyện Đông GiangQuảng Nam
Huyện Đại Lộc													22.422	28.678	0	0	0	Đủ CN	#DIV/0!	Quảng Nam	Huyện Đại LộcQuảng Nam
Thị xã Điện Bàn													43.336	55.381	0	0	0	Đủ CN	#DIV/0!	Quảng Nam	Thị xã Điện BànQuảng Nam
Huyện Duy Xuyên													27.758	35.447	0	0	0	Đủ CN	#DIV/0!	Quảng Nam	Huyện Duy XuyênQuảng Nam
Huyện Quế Sơn													13.867	17.737	0	0	0	Đủ CN	#DIV/0!	Quảng Nam	Huyện Quế SơnQuảng Nam
Huyện Nam Giang													4.634	5.927	0	0	0	Đủ CN	#DIV/0!	Quảng Nam	Huyện Nam GiangQuảng Nam
Huyện Phước Sơn													3.828	4.901	0	0	0	Đủ CN	#DIV/0!	Quảng Nam	Huyện Phước SơnQuảng Nam
Huyện Hiệp Đức													6.063	7.759	0	0	0	Đủ CN	#DIV/0!	Quảng Nam	Huyện Hiệp ĐứcQuảng Nam
Huyện Thăng Bình													31.087	39.696	0	0	0	Đủ CN	#DIV/0!	Quảng Nam	Huyện Thăng BìnhQuảng Nam
Huyện Tiên Phước													9.498	12.141	0	0	0	Đủ CN	#DIV/0!	Quảng Nam	Huyện Tiên PhướcQuảng Nam
Huyện Bắc Trà My													5.622	7.197	0	0	0	Đủ CN	#DIV/0!	Quảng Nam	Huyện Bắc Trà MyQuảng Nam
Huyện Nam Trà My													2.846	3.646	0	0	0	Đủ CN	#DIV/0!	Quảng Nam	Huyện Nam Trà MyQuảng Nam
Huyện Núi Thành													43.820	55.930	0	0	0	Đủ CN	#DIV/0!	Quảng Nam	Huyện Núi ThànhQuảng Nam
Huyện Phú Ninh													13.636	17.422	0	0	0	Đủ CN	#DIV/0!	Quảng Nam	Huyện Phú NinhQuảng Nam
Huyện Nông Sơn													3.850	4.925	0	0	0	Đủ CN	#DIV/0!	Quảng Nam	Huyện Nông SơnQuảng Nam
Thành phố Quảng Ngãi													83.537	108.532	1	1	0	Đủ CN	#DIV/0!	Quảng Ngãi	Thành phố Quảng NgãiQuảng Ngãi
Huyện Bình Sơn													43.450	56.287	0	0	0	Đủ CN	#DIV/0!	Quảng Ngãi	Huyện Bình SơnQuảng Ngãi
Huyện Trà Bồng													6.815	8.828	0	0	0	Đủ CN	#DIV/0!	Quảng Ngãi	Huyện Trà BồngQuảng Ngãi
Huyện Sơn Tịnh													45.779	59.252	0	0	0	Đủ CN	#DIV/0!	Quảng Ngãi	Huyện Sơn TịnhQuảng Ngãi
Huyện Tư Nghĩa													20.857	26.999	0	0	0	Đủ CN	#DIV/0!	Quảng Ngãi	Huyện Tư NghĩaQuảng Ngãi
Huyện Sơn Hà													7.912	10.244	0	0	0	Đủ CN	#DIV/0!	Quảng Ngãi	Huyện Sơn HàQuảng Ngãi
Huyện Sơn Tây													2.319	3.008	0	0	0	Đủ CN	#DIV/0!	Quảng Ngãi	Huyện Sơn TâyQuảng Ngãi
Huyện Minh Long													2.404	3.112	0	0	0	Đủ CN	#DIV/0!	Quảng Ngãi	Huyện Minh LongQuảng Ngãi
Huyện Nghĩa Hành													11.148	14.428	0	0	0	Đủ CN	#DIV/0!	Quảng Ngãi	Huyện Nghĩa HànhQuảng Ngãi
Huyện Mộ Đức													15.731	20.376	0	0	0	Đủ CN	#DIV/0!	Quảng Ngãi	Huyện Mộ ĐứcQuảng Ngãi
Thị xã Đức Phổ													21.542	27.901	0	0	0	Đủ CN	#DIV/0!	Quảng Ngãi	Thị xã Đức PhổQuảng Ngãi
Huyện Ba Tơ													7.276	9.426	0	0	0	Đủ CN	#DIV/0!	Quảng Ngãi	Huyện Ba TơQuảng Ngãi
Huyện Lý Sơn													3.627	4.699	0	0	0	Đủ CN	#DIV/0!	Quảng Ngãi	Huyện Lý SơnQuảng Ngãi
Thành phố Quy Nhơn													136.457	174.288	1	2	(1)	Thiếu CN	#DIV/0!	Bình Định	Thành phố Quy NhơnBình Định
Huyện An Lão													4.114	5.268	0	0	0	Đủ CN	#DIV/0!	Bình Định	Huyện An LãoBình Định
Thị xã Hoài Nhơn													43.483	55.558	0	0	0	Đủ CN	#DIV/0!	Bình Định	Thị xã Hoài NhơnBình Định
Huyện Hoài Ân													11.330	14.496	0	0	0	Đủ CN	#DIV/0!	Bình Định	Huyện Hoài ÂnBình Định
Huyện Phù Mỹ													19.748	25.262	0	0	0	Đủ CN	#DIV/0!	Bình Định	Huyện Phù MỹBình Định
Huyện Vĩnh Thạnh													4.652	5.954	0	0	0	Đủ CN	#DIV/0!	Bình Định	Huyện Vĩnh ThạnhBình Định
Huyện Tây Sơn													19.913	25.459	0	0	0	Đủ CN	#DIV/0!	Bình Định	Huyện Tây SơnBình Định
Huyện Phù Cát													25.437	32.519	0	0	0	Đủ CN	#DIV/0!	Bình Định	Huyện Phù CátBình Định
Thị xã An Nhơn													37.709	48.208	0	0	0	Đủ CN	#DIV/0!	Bình Định	Thị xã An NhơnBình Định
Huyện Tuy Phước													26.054	33.315	0	0	0	Đủ CN	#DIV/0!	Bình Định	Huyện Tuy PhướcBình Định
Huyện Vân Canh													4.368	5.586	0	0	0	Đủ CN	#DIV/0!	Bình Định	Huyện Vân CanhBình Định
Thành phố Tuy Hòa													65.130	83.223	0	0	0	Đủ CN	#DIV/0!	Phú Yên	Thành phố Tuy HòaPhú Yên
Thị xã Sông Cầu													18.991	24.260	0	0	0	Đủ CN	#DIV/0!	Phú Yên	Thị xã Sông CầuPhú Yên
Huyện Đồng Xuân													10.407	13.299	0	0	0	Đủ CN	#DIV/0!	Phú Yên	Huyện Đồng XuânPhú Yên
Huyện Tuy An													18.940	24.199	0	0	0	Đủ CN	#DIV/0!	Phú Yên	Huyện Tuy AnPhú Yên
Huyện Sơn Hòa													9.467	12.102	0	0	0	Đủ CN	#DIV/0!	Phú Yên	Huyện Sơn HòaPhú Yên
Huyện Sông Hinh													7.518	9.612	0	0	0	Đủ CN	#DIV/0!	Phú Yên	Huyện Sông HinhPhú Yên
Huyện Tây Hoà													15.047	19.231	0	0	0	Đủ CN	#DIV/0!	Phú Yên	Huyện Tây HoàPhú Yên
Huyện Phú Hoà													15.266	19.507	0	0	0	Đủ CN	#DIV/0!	Phú Yên	Huyện Phú HoàPhú Yên
Thị xã Đông Hòa													21.752	27.785	0	0	0	Đủ CN	#DIV/0!	Phú Yên	Thị xã Đông HòaPhú Yên
Thành phố Nha Trang													129.954	168.108	3	2	1	Thừa CN	#DIV/0!	Khánh Hòa	Thành phố Nha TrangKhánh Hòa
Thành phố Cam Ranh													25.918	33.409	0	0	0	Đủ CN	#DIV/0!	Khánh Hòa	Thành phố Cam RanhKhánh Hòa
Huyện Cam Lâm													23.483	30.257	0	0	0	Đủ CN	#DIV/0!	Khánh Hòa	Huyện Cam LâmKhánh Hòa
Huyện Vạn Ninh													17.536	22.569	0	0	0	Đủ CN	#DIV/0!	Khánh Hòa	Huyện Vạn NinhKhánh Hòa
Thị xã Ninh Hòa													34.414	44.347	0	0	0	Đủ CN	#DIV/0!	Khánh Hòa	Thị xã Ninh HòaKhánh Hòa
Huyện Khánh Vĩnh													5.544	7.151	0	0	0	Đủ CN	#DIV/0!	Khánh Hòa	Huyện Khánh VĩnhKhánh Hòa
Huyện Diên Khánh													26.797	34.554	0	0	0	Đủ CN	#DIV/0!	Khánh Hòa	Huyện Diên KhánhKhánh Hòa
Huyện Khánh Sơn													2.865	3.693	0	0	0	Đủ CN	#DIV/0!	Khánh Hòa	Huyện Khánh SơnKhánh Hòa
Thành phố Phan Rang-Tháp Chàm													46.198	59.427	0	0	0	Đủ CN	#DIV/0!	Ninh Thuận	Thành phố Phan Rang-Tháp ChàmNinh Thuận
Huyện Bác Ái													3.642	4.686	0	0	0	Đủ CN	#DIV/0!	Ninh Thuận	Huyện Bác ÁiNinh Thuận
Huyện Ninh Sơn													12.714	16.333	0	0	0	Đủ CN	#DIV/0!	Ninh Thuận	Huyện Ninh SơnNinh Thuận
Huyện Ninh Hải													17.293	22.217	0	0	0	Đủ CN	#DIV/0!	Ninh Thuận	Huyện Ninh HảiNinh Thuận
Huyện Ninh Phước													20.666	26.527	0	0	0	Đủ CN	#DIV/0!	Ninh Thuận	Huyện Ninh PhướcNinh Thuận
Huyện Thuận Bắc													8.084	10.369	0	0	0	Đủ CN	#DIV/0!	Ninh Thuận	Huyện Thuận BắcNinh Thuận
Huyện Thuận Nam													12.247	15.725	0	0	0	Đủ CN	#DIV/0!	Ninh Thuận	Huyện Thuận NamNinh Thuận
Thành phố Phan Thiết													74.429	95.101	1	1	0	Đủ CN	#DIV/0!	Bình Thuận	Thành phố Phan ThiếtBình Thuận
Thị xã La Gi													24.903	31.787	0	0	0	Đủ CN	#DIV/0!	Bình Thuận	Thị xã La GiBình Thuận
Huyện Tuy Phong													26.292	33.566	0	0	0	Đủ CN	#DIV/0!	Bình Thuận	Huyện Tuy PhongBình Thuận
Huyện Bắc Bình													18.597	23.745	0	0	0	Đủ CN	#DIV/0!	Bình Thuận	Huyện Bắc BìnhBình Thuận
Huyện Hàm Thuận Bắc													26.050	33.258	0	0	0	Đủ CN	#DIV/0!	Bình Thuận	Huyện Hàm Thuận BắcBình Thuận
Huyện Hàm Thuận Nam													22.260	28.411	0	0	0	Đủ CN	#DIV/0!	Bình Thuận	Huyện Hàm Thuận NamBình Thuận
Huyện Tánh Linh													18.835	24.048	0	0	0	Đủ CN	#DIV/0!	Bình Thuận	Huyện Tánh LinhBình Thuận
Huyện Đức Linh													37.452	47.758	0	0	0	Đủ CN	#DIV/0!	Bình Thuận	Huyện Đức LinhBình Thuận
Huyện Hàm Tân													13.143	16.791	0	0	0	Đủ CN	#DIV/0!	Bình Thuận	Huyện Hàm TânBình Thuận
Huyện Phú Quý													5.037	6.436	0	0	0	Đủ CN	#DIV/0!	Bình Thuận	Huyện Phú QuýBình Thuận
Thành phố Kon Tum													51.224	65.483	0	0	0	Đủ CN	#DIV/0!	Kon Tum	Thành phố Kon TumKon Tum
Huyện Đắk Glei													7.063	9.033	0	0	0	Đủ CN	#DIV/0!	Kon Tum	Huyện Đắk GleiKon Tum
Huyện Ngọc Hồi													9.903	12.657	0	0	0	Đủ CN	#DIV/0!	Kon Tum	Huyện Ngọc HồiKon Tum
Huyện Đắk Tô													7.186	9.189	0	0	0	Đủ CN	#DIV/0!	Kon Tum	Huyện Đắk TôKon Tum
Huyện Kon Plông													5.642	7.210	0	0	0	Đủ CN	#DIV/0!	Kon Tum	Huyện Kon PlôngKon Tum
Huyện Kon Rẫy													3.894	4.976	0	0	0	Đủ CN	#DIV/0!	Kon Tum	Huyện Kon RẫyKon Tum
Huyện Đắk Hà													10.996	14.061	0	0	0	Đủ CN	#DIV/0!	Kon Tum	Huyện Đắk HàKon Tum
Huyện Sa Thầy													9.366	11.962	0	0	0	Đủ CN	#DIV/0!	Kon Tum	Huyện Sa ThầyKon Tum
Huyện Tu Mơ Rông													3.496	4.471	0	0	0	Đủ CN	#DIV/0!	Kon Tum	Huyện Tu Mơ RôngKon Tum
Huyện Ia H' Drai													1.617	2.068	0	0	0	Đủ CN	#DIV/0!	Kon Tum	Huyện Ia H' DraiKon Tum
Thành phố Pleiku													121.760	155.341	1	1	0	Đủ CN	#DIV/0!	Gia Lai	Thành phố PleikuGia Lai
Thị xã An Khê													13.968	17.831	0	0	0	Đủ CN	#DIV/0!	Gia Lai	Thị xã An KhêGia Lai
Thị xã Ayun Pa													9.240	11.795	0	0	0	Đủ CN	#DIV/0!	Gia Lai	Thị xã Ayun PaGia Lai
Huyện KBang													9.186	11.727	0	0	0	Đủ CN	#DIV/0!	Gia Lai	Huyện KBangGia Lai
Huyện Đăk Đoa													16.998	21.675	0	0	0	Đủ CN	#DIV/0!	Gia Lai	Huyện Đăk ĐoaGia Lai
Huyện Chư Păh													11.229	14.325	0	0	0	Đủ CN	#DIV/0!	Gia Lai	Huyện Chư PăhGia Lai
Huyện Ia Grai													15.305	19.519	0	0	0	Đủ CN	#DIV/0!	Gia Lai	Huyện Ia GraiGia Lai
Huyện Mang Yang													8.997	11.485	0	0	0	Đủ CN	#DIV/0!	Gia Lai	Huyện Mang YangGia Lai
Huyện Kông Chro													6.013	7.676	0	0	0	Đủ CN	#DIV/0!	Gia Lai	Huyện Kông ChroGia Lai
Huyện Đức Cơ													18.123	23.098	0	0	0	Đủ CN	#DIV/0!	Gia Lai	Huyện Đức CơGia Lai
Huyện Chư Prông													13.443	17.166	0	0	0	Đủ CN	#DIV/0!	Gia Lai	Huyện Chư PrôngGia Lai
Huyện Chư Sê													16.655	21.263	0	0	0	Đủ CN	#DIV/0!	Gia Lai	Huyện Chư SêGia Lai
Huyện Đăk Pơ													6.245	7.968	0	0	0	Đủ CN	#DIV/0!	Gia Lai	Huyện Đăk PơGia Lai
Huyện Ia Pa													6.359	8.116	0	0	0	Đủ CN	#DIV/0!	Gia Lai	Huyện Ia PaGia Lai
Huyện Krông Pa													11.486	14.661	0	0	0	Đủ CN	#DIV/0!	Gia Lai	Huyện Krông PaGia Lai
Huyện Phú Thiện													9.556	12.195	0	0	0	Đủ CN	#DIV/0!	Gia Lai	Huyện Phú ThiệnGia Lai
Huyện Chư Pưh													8.062	10.292	0	0	0	Đủ CN	#DIV/0!	Gia Lai	Huyện Chư PưhGia Lai
Thành phố Buôn Ma Thuột													151.902	193.916	1	1	0	Đủ CN	#DIV/0!	Đắk Lắk	Thành phố Buôn Ma ThuộtĐắk Lắk
Thị Xã Buôn Hồ													15.883	20.275	0	0	0	Đủ CN	#DIV/0!	Đắk Lắk	Thị Xã Buôn HồĐắk Lắk
Huyện Ea H'leo													26.333	33.587	0	0	0	Đủ CN	#DIV/0!	Đắk Lắk	Huyện Ea H'leoĐắk Lắk
Huyện Ea Súp													12.514	15.963	0	0	0	Đủ CN	#DIV/0!	Đắk Lắk	Huyện Ea SúpĐắk Lắk
Huyện Buôn Đôn													10.889	13.892	0	0	0	Đủ CN	#DIV/0!	Đắk Lắk	Huyện Buôn ĐônĐắk Lắk
Huyện Cư M'gar													26.799	34.191	0	0	0	Đủ CN	#DIV/0!	Đắk Lắk	Huyện Cư M'garĐắk Lắk
Huyện Krông Búk													10.592	13.520	0	0	0	Đủ CN	#DIV/0!	Đắk Lắk	Huyện Krông BúkĐắk Lắk
Huyện Krông Năng													22.905	29.216	0	0	0	Đủ CN	#DIV/0!	Đắk Lắk	Huyện Krông NăngĐắk Lắk
Huyện Ea Kar													29.072	37.082	0	0	0	Đủ CN	#DIV/0!	Đắk Lắk	Huyện Ea KarĐắk Lắk
Huyện M'Đrắk													13.300	16.960	0	0	0	Đủ CN	#DIV/0!	Đắk Lắk	Huyện M'ĐrắkĐắk Lắk
Huyện Krông Bông													14.962	19.083	0	0	0	Đủ CN	#DIV/0!	Đắk Lắk	Huyện Krông BôngĐắk Lắk
Huyện Krông Pắc													29.572	37.736	0	0	0	Đủ CN	#DIV/0!	Đắk Lắk	Huyện Krông PắcĐắk Lắk
Huyện Krông A Na													19.969	25.463	0	0	0	Đủ CN	#DIV/0!	Đắk Lắk	Huyện Krông A NaĐắk Lắk
Huyện Lắk													9.336	11.910	0	0	0	Đủ CN	#DIV/0!	Đắk Lắk	Huyện LắkĐắk Lắk
Huyện Cư Kuin													23.008	29.340	0	0	0	Đủ CN	#DIV/0!	Đắk Lắk	Huyện Cư KuinĐắk Lắk
Thành phố Gia Nghĩa													29.524	37.687	0	0	0	Đủ CN	#DIV/0!	Đắk Nông	Thành phố Gia NghĩaĐắk Nông
Huyện Đắk Glong													10.825	13.815	0	0	0	Đủ CN	#DIV/0!	Đắk Nông	Huyện Đắk GlongĐắk Nông
Huyện Cư Jút													20.504	26.147	0	0	0	Đủ CN	#DIV/0!	Đắk Nông	Huyện Cư JútĐắk Nông
Huyện Đắk Mil													15.955	20.374	0	0	0	Đủ CN	#DIV/0!	Đắk Nông	Huyện Đắk MilĐắk Nông
Huyện Krông Nô													12.373	15.789	0	0	0	Đủ CN	#DIV/0!	Đắk Nông	Huyện Krông NôĐắk Nông
Huyện Đắk Song													12.285	15.688	0	0	0	Đủ CN	#DIV/0!	Đắk Nông	Huyện Đắk SongĐắk Nông
Huyện Đắk R'Lấp													21.955	28.028	0	0	0	Đủ CN	#DIV/0!	Đắk Nông	Huyện Đắk R'LấpĐắk Nông
Huyện Tuy Đức													7.254	9.263	0	0	0	Đủ CN	#DIV/0!	Đắk Nông	Huyện Tuy ĐứcĐắk Nông
Thành phố Đà Lạt													85.021	109.223	1	1	0	Đủ CN	#DIV/0!	Lâm Đồng	Thành phố Đà LạtLâm Đồng
Thành phố Bảo Lộc													40.657	52.179	0	0	0	Đủ CN	#DIV/0!	Lâm Đồng	Thành phố Bảo LộcLâm Đồng
