Tên	STT	Loại	Dân số (người)	Diện tích (km2)	Mật độ (người/km2)	Sáp nhập toàn bộ từ	Sáp nhập một phần từ	Giáp ranh	Full Address 1	Latitude 1	Longitude 1	SĐT	AFF+MAF  hiện tại	AFF+MAF  2030	CN hiện có	CN cần có	SLCN	Thị trường thừa/ thiếu	Mật độ Aff+Maf	TỈNH	GHÉP ĐVHC
Tân Phú	130	Phường	93117	3	36951	Phường Phú Trung (Quận Tân Phú), Phường Hoà Thạnh (Quận Tân Phú)	Phường Tân Thành (Quận Tân Phú), Phường Tân Thới Hoà (Quận Tân Phú)	phường Phú Thọ Hoà, phường Tân Sơn Nhì, phường Phú Thạnh, phường Bình Thới, phường Hoà Bình, phường Bảy Hiền, phường Tân Bình	Số 525 Âu Cơ, phường Tân Phú	10,781013	106,643325	902379327	15.803	21.025	2	1	1	Thừa CN	5268	Thành phố Hồ Chí Minh	Tân PhúThành phố Hồ Chí Minh
Thạnh An	147	Xã	5180	131	39	Xã Thạnh An (H. Cần Giờ) (giữ nguyên)		xã Bình Khánh, xã Cần Giờ, phường Tân Phước, phường Phú Mỹ và tỉnh Đồng Nai	Ấp Thạnh Bình, xã Thạnh An	10,470672	106,975209	902953100	572	752	0	0	0	Đủ CN	4	Thành phố Hồ Chí Minh	Thạnh AnThành phố Hồ Chí Minh
Cát Lái	44	Phường	68654	20	3494	Phường Cát Lái (TP. Thủ Đức), Phường Thạnh Mỹ Lợi (TP. Thủ Đức)		phường Bình Trưng, phường Long Trường, phường Tân Thuận, phường Phú Thuận và tỉnh Đồng Nai	Số 441A Nguyễn Thị Định, phường Cát Lái	10,774326	106,769914	903045044	20.559	27.263	1	1	0	Đủ CN	1028	Thành phố Hồ Chí Minh	Cát LáiThành phố Hồ Chí Minh
Thủ Đức	153	Phường	118952	9	13502	Phường Bình Thọ (TP. Thủ Đức), Phường Linh Chiểu (TP. Thủ Đức), Phường Trường Thọ (TP. Thủ Đức)	Phường Linh Đông (TP. Thủ Đức), Phường Linh Tây (TP. Thủ Đức)	phường Linh Xuân, phường Hiệp Bình, phường Tăng Nhơn Phú, phường Phước Long, phường Bình Quới	Số 2 Nguyễn Công Trứ, phường Thủ Đức	10,847482	106,771611	903131683	35.621	47.237	3	2	1	Thừa CN	3958	Thành phố Hồ Chí Minh	Thủ ĐứcThành phố Hồ Chí Minh
Long Trường	89	Phường	73669	24	3008	Phường Long Trường (TP. Thủ Đức), Phường Phú Hữu (TP. Thủ Đức)		phường Long Phước, phường Bình Trưng, phường Cát Lái, phường Tăng Nhơn Phú, phường Phước Long và tỉnh Đồng Nai	Số 893 Nguyễn Duy Trinh, phường Long Trường	10,798636	106,823737	903335533	22.060	29.254	0	1	(1)	Thiếu CN	919	Thành phố Hồ Chí Minh	Long TrườngThành phố Hồ Chí Minh
Phú Thạnh	105	Phường	103780	3	34709	Phường Phú Thạnh (Quận Tân Phú), Phường Hiệp Tân (Quận Tân Phú)	Phường Tân Thới Hoà (Quận Tân Phú)	phường Phú Thọ Hoà, phường Tân Phú, phường Phú Lâm, phường Bình Trị Đông, phường Bình Hưng Hoà	Số 275 Nguyễn Sơn, phường Phú Thạnh	10,783329	106,624274	903391029	17.612	23.432	1	1	0	Đủ CN	5871	Thành phố Hồ Chí Minh	Phú ThạnhThành phố Hồ Chí Minh
Hiệp Bình	67	Phường	215638	16	13469	Phường Hiệp Bình Chánh (TP. Thủ Đức), Phường Hiệp Bình Phước (TP. Thủ Đức)	Phường Linh Đông (TP. Thủ Đức)	phường Tam Bình, phường Thủ Đức, phường Bình Quới, phường Bình Lợi Trung, phường An Phú Đông và phường Bình Hoà	Số 721 Quốc lộ 13, phường Hiệp Bình	10,829598	106,713347	903394370	64.575	85.632	1	3	(2)	Thiếu CN	4036	Thành phố Hồ Chí Minh	Hiệp BìnhThành phố Hồ Chí Minh
Tân Sơn Nhì	135	Phường	117277	3	33895	Phường Tân Sơn Nhì (Quận Tân Phú)	Phường Sơn Kỳ (Quận Tân Phú), Phường Tân Quý (Quận Tân Phú), Phường Tân Thành (Quận Tân Phú)	phường Tây Thạnh, phường Phú Thọ Hoà, phường Tân Phú, phường Tân Bình, phường Bình Hưng Hoà	Số 48 Tân Quý, phường Tân Sơn Nhì	10,794915	106,631755	903683311	19.903	26.480	1	1	0	Đủ CN	6634	Thành phố Hồ Chí Minh	Tân Sơn NhìThành phố Hồ Chí Minh
Bà Điểm	12	Xã	204289	27	7467	Xã Xuân Thới Thượng (H. Hóc Môn), Xã Bà Điểm (H. Hóc Môn), Xã Trung Chánh (H. Hóc Môn)		xã Đông Thạnh, xã Xuân Thới Sơn, xã Hóc Môn, phường Đông Hưng Thuận, phường Trung Mỹ Tây, phường Bình Tân và xã Vĩnh Lộc	Số 14/9 Phan Văn Hớn, ấp Tiền Lân 1, xã Bà Điểm	10,840142	106,599027	903751199	27.581	36.620	1	1	0	Đủ CN	1022	Thành phố Hồ Chí Minh	Bà ĐiểmThành phố Hồ Chí Minh
Bảy Hiền	18	Phường	132252	3	46242	Phường 10 (Quận Tân Bình), Phường 11 (Quận Tân Bình), Phường 12 (Quận Tân Bình)		phường Tân Hoà, phường Tân Bình, phường Tân Sơn Nhất, phường Tân Sơn và phường Tân Phú	Số 1129/20 (Số cũ 2025/20) Lạc Long Quân, phường Bảy Hiền	10,775498	106,647683	903777425	47.946	63.721	1	1	0	Đủ CN	15982	Thành phố Hồ Chí Minh	Bảy HiềnThành phố Hồ Chí Minh
Tăng Nhơn Phú	142	Phường	208233	17	12613	Phường Hiệp Phú (TP. Thủ Đức), Phường Tân Phú (TP. Thủ Đức), Phường Tăng Nhơn Phú A (TP. Thủ Đức), Phường Tăng Nhơn Phú B (TP. Thủ Đức)	Phường Long Thạnh Mỹ (TP. Thủ Đức)	phường Linh Xuân, phường Long Bình, phường Long Trường, phường Long Phước, phường Phước Long và phường Thủ Đức	Số 29 Lê Văn Việt, phường Tăng Nhơn Phú	10,845381	106,787341	903846160	62.357	82.690	1	2	(1)	Thiếu CN	3668	Thành phố Hồ Chí Minh	Tăng Nhơn PhúThành phố Hồ Chí Minh
Bình Trưng	42	Phường	121382	15	8190	Phường Bình Trưng Đông (TP. Thủ Đức), Phường Bình Trưng Tây (TP. Thủ Đức)	Phường An Phú (TP. Thủ Đức)	phường Phước Long, phường Long Trường, phường An Khánh, phường Cát Lái và phường Tân Thuận	Số 8 Hồ Thị Nhung, phường Bình Trưng	10,789211	106,771902	906242682	36.349	48.201	1	2	(1)	Thiếu CN	2423	Thành phố Hồ Chí Minh	Bình TrưngThành phố Hồ Chí Minh
Phú Thọ	106	Phường	65369	1	47715	Phường 11 (Quận 11), Phường 15 (Quận 11)	Phường 8 (Quận 11)	phường Bình Thới, phường Hoà Bình, phường Minh Phụng, phường Diên Hồng, phường Tân Hoà	Số 233 - 235 Lê Đại Hành, phường Phú Thọ	10,763985	106,655503	906729755	8.949	11.865	2	1	1	Thừa CN	8949	Thành phố Hồ Chí Minh	Phú ThọThành phố Hồ Chí Minh
An Hội Tây	3	Phường	121004	4	31760	Phường 12 (Quận Gò Vấp), Phường 14 (Quận Gò Vấp)		phường Thông Tây Hội, phường An Hội Đông, phường Đông Hưng Thuận, phường Tân Thới Hiệp, phường Thới An và phường Tân Sơn	Số 397 Phan Huy Ích, phường An Hội Tây	10,844142	106,640013	906840685	23.600	31.410	0	1	(1)	Thiếu CN	5900	Thành phố Hồ Chí Minh	An Hội TâyThành phố Hồ Chí Minh
Cần Giờ	43	Xã	27130	157	173	Xã Long Hoà (H. Cần Giờ), Thị trấn Cần Thạnh (H. Cần Giờ)		xã Bình Khánh, xã An Thới Đông, xã Thạnh An và Biển Đông	Số 48 đường Lương Văn Nho, xã Cần Giờ	10,411279	106,954732	906869606	2.999	3.937	0	0	0	Đủ CN	19	Thành phố Hồ Chí Minh	Cần GiờThành phố Hồ Chí Minh
Tân Thuận	139	Phường	148090	10	14576	Phường Bình Thuận (Quận 7), Phường Tân Thuận Đông (Quận 7), Phường Tân Thuận Tây (Quận 7)		phường Phú Thuận, phường Tân Mỹ, phường Tân Hưng, phường Xóm Chiếu, phường Cát Lái, phường Bình Trưng và phường An Khánh	Số 342 Huỳnh Tấn Phát, phường Tân Thuận	10,748934	106,728650	907291329	47.899	63.654	1	1	0	Đủ CN	4790	Thành phố Hồ Chí Minh	Tân ThuậnThành phố Hồ Chí Minh
Bình Hòa	27	Phường	120035	18	6492	Phường Bình Hoà (TP. Thuận An)	Phường Vĩnh Phú (TP. Thuận An)	phường Dĩ An, phường Lái Thiêu, phường Thuận Giao, phường An Phú, phường An Phú Đông, phường Hiệp Bình và phường Tam Bình	Đường ĐT743C, phường Bình Hòa	10,901207	106,713874	908256079	25.717	33.719	0	1	(1)	Thiếu CN	1429	Thành phố Hồ Chí Minh	Bình HòaThành phố Hồ Chí Minh
Phước Long	111	Phường	137331	9	14879	Phường Phước Bình (TP. Thủ Đức), Phường Phước Long A (TP. Thủ Đức), Phường Phước Long B (TP. Thủ Đức)		phường Tăng Nhơn Phú, phường Long Trường, phường Thủ Đức và phường Bình Trưng	Số 616 Đỗ Xuân Hợp, phường Phước Long	10,839004	106,681540	908414868	41.125	54.535	3	2	1	Thừa CN	4569	Thành phố Hồ Chí Minh	Phước LongThành phố Hồ Chí Minh
Phú Mỹ	103	Phường	78641	71	1109	Phường Mỹ Xuân (TP. Phú Mỹ), Phường Phú Mỹ (TP. Phú Mỹ)		phường Tân Thành, phường Tân Phước, xã Châu Pha, xã Thạnh An và tỉnh Đồng Nai	Số 412 Độc lập, phường Phú Mỹ	10,590535	107,048038	908463468	22.626	29.761	0	1	(1)	Thiếu CN	319	Thành phố Hồ Chí Minh	Phú MỹThành phố Hồ Chí Minh
Linh Xuân	80	Phường	158334	12	12883	Phường Linh Trung (TP. Thủ Đức), Phường Linh Xuân (TP. Thủ Đức)	Phường Linh Tây (TP. Thủ Đức)	phường Thủ Đức, phường Hiệp Bình, phường Tam Bình, phường Tăng Nhơn Phú, phường Long Bình và phường Dĩ An, phường Đông Hoà	Số 1262 Kha Vạn Cân, phường Linh Xuân	10,878428	106,766279	908506699	47.414	62.875	0	1	(1)	Thiếu CN	3951	Thành phố Hồ Chí Minh	Linh XuânThành phố Hồ Chí Minh
Tân Hòa	125	Phường	93437	1	63563	Phường 6 (Quận Tân Bình), Phường 8 (Quận Tân Bình), Phường 9 (Quận Tân Bình)		phường Tân Sơn Nhất, phường Bảy Hiền, phường Diên Hồng, phường Hoà Hưng, phường Hoà Bình, phường Phú Thọ	Số 356A Bắc Hải, phường Tân Hòa	10,786066	106,663931	908899947	33.874	45.019	0	1	(1)	Thiếu CN	33874	Thành phố Hồ Chí Minh	Tân HòaThành phố Hồ Chí Minh
An Nhơn	7	Phường	111498	3	34520	Phường 5 (Quận Gò Vấp), Phường 6 (Quận Gò Vấp)		phường Hạnh Thông, phường Gò Vấp, phường An Phú Đông, phường Bình Lợi Trung	Số 1C Nguyễn Văn Lượng, phường An Nhơn	10,839004	106,681540	909425079	21.747	28.942	0	1	(1)	Thiếu CN	7249	Thành phố Hồ Chí Minh	An NhơnThành phố Hồ Chí Minh
Tây Thạnh	144	Phường	72616	4	18384	Phường Tây Thạnh (Quận Tân Phú)	Phường Sơn Kỳ (Quận Tân Phú)	phường Tân Sơn Nhì, phường Tân Sơn, phường Đông Hưng Thuận, phường Bình Hưng Hoà và phường Tân Bình	Số 200/12 Nguyễn Hữu Tiến, phường Tây Thạnh	10,813185	106,623671	909756139	12.324	16.396	1	0	1	Thừa CN	3081	Thành phố Hồ Chí Minh	Tây ThạnhThành phố Hồ Chí Minh
Chợ Quán	53	Phường	63545	1	49645	Phường 1 (Quận 5), Phường 2 (Quận 5), Phường 4 (Quận 5)		phường An Đông, phường Cầu Ông Lãnh, phường Vườn Lài, phường Chánh Hưng, phường Vĩnh Hội và phường Bàn Cờ	Số 53 A Trần Phú, phường Chợ Quán	10,758665	106,676528	909846555	19.877	26.193	2	1	1	Thừa CN	19877	Thành phố Hồ Chí Minh	Chợ QuánThành phố Hồ Chí Minh
Phước Hải	109	Xã	43615	70	619	Thị trấn Phước Hải, Xã Phước Hội (H. Long Đất)		xã Đất Đỏ, xã Long Điền, xã Long Hải, xã Hồ Tràm và Biển Đông	Ấp Hội Mỹ, xã Phước Hải	10,450675	107,282502	909853122	6.702	8.806	0	0	0	Đủ CN	96	Thành phố Hồ Chí Minh	Phước HảiThành phố Hồ Chí Minh
Trừ Văn Thố	157	Xã	24533	77	320	Xã Trừ Văn Thố (H. Bàu Bàng), Xã Cây Trường II (H. Bàu Bàng)	Thị trấn Lai Uyên (H. Bàu Bàng)	xã An Long, xã Long Hoà, xã Bàu Bàng và tỉnh Đồng Nai	Đường ĐT750, xã Trừ Văn Thố	11,344819	106,578509	911944527	2.329	3.039	0	0	0	Đủ CN	30	Thành phố Hồ Chí Minh	Trừ Văn ThốThành phố Hồ Chí Minh
Bàu Bàng	16	Xã	42219	84	502		Thị trấn Lai Uyên (H. Bàu Bàng)	xã An Long, xã Long Hoà, xã Trừ Văn Thố, phường Bến Cát và phường Long Nguyên	Đường N17-5A, xã Bàu Bàng	11,247107	106,636970	913473975	4.009	5.229	0	0	0	Đủ CN	48	Thành phố Hồ Chí Minh	Bàu BàngThành phố Hồ Chí Minh
Bình Trị Đông	41	Phường	165142	7	23097	Phường Bình Trị Đông (Quận Bình Tân)	Phường Bình Trị Đông A (Quận Bình Tân), Phường Bình Hưng Hoà A (Quận Bình Tân)	phường Bình Tân, phường Bình Hưng Hoà, phường An Lạc, phường Tân Tạo, phường Phú Lâm và phường Phú Thạnh	Số 162 Mã Lò, phường Bình Trị Đông	10,764552	106,604300	913734378	53.776	71.283	1	1	0	Đủ CN	7682	Thành phố Hồ Chí Minh	Bình Trị ĐôngThành phố Hồ Chí Minh
Rạch Dừa	114	Phường	76281	20	3872	Phường 10, Phường Thắng Nhất, Phường Rạch Dừa (TP. Vũng Tàu)		phường Phước Thắng, phường Tam Thắng và Biển Đông	Số 219/28 Lưu Chí Hiếu, phường Rạch Dừa	10,381144	107,117797	913793333	25.483	33.604	1	1	0	Đủ CN	1274	Thành phố Hồ Chí Minh	Rạch DừaThành phố Hồ Chí Minh
Thuận Giao	155	Phường	150781	17	8970	Phường Thuận Giao (TP. Thuận An)	Phường Bình Chuẩn (TP. Thuận An)	phường An Phú, phường Thuận An, phường Phú Lợi, phường Lái Thiêu, phường Bình Hoà và phường Tân Khánh	Đường Thủ Khoa Huân, phường Thuận Giao	10,982458	106,721236	913860950	32.305	42.357	0	1	(1)	Thiếu CN	1900	Thành phố Hồ Chí Minh	Thuận GiaoThành phố Hồ Chí Minh
Bàu Lâm	17	Xã	22567	124	182	Xã Tân Lâm (H. Xuyên Mộc), Xã Bàu Lâm (H. Xuyên Mộc)		xã Hoà Hiệp, xã Hoà Hội, xã Xuân Sơn và tỉnh Đồng Nai	Ấp 2 Đông, xã Bàu Lâm	10,685840	107,389140	914808019	2.857	3.748	0	0	0	Đủ CN	23	Thành phố Hồ Chí Minh	Bàu LâmThành phố Hồ Chí Minh
Tây Nam	143	Phường	56784	120	474	Phường An Tây (TP. Bến Cát)	Xã Thanh Tuyền (H. Dầu Tiếng), Xã An Lập (H. Dầu Tiếng)	phường Long Nguyên, phường Phú An, xã Thanh An, xã An Nhơn Tây, xã Nhuận Đức và xã Phú Hoà Đông	Đường ĐT744, phường Tây Nam	11,092994	106,540461	914924982	4.709	6.180	0	0	0	Đủ CN	39	Thành phố Hồ Chí Minh	Tây NamThành phố Hồ Chí Minh
Long Điền	82	Xã	48048	51	934	Thị trấn Long Điền, Xã Tam An (H. Long Đất)		phường Bà Rịa, phường Tam Long, phường Phước Thắng, xã Đất Đỏ, xã Phước Hải và xã Long Hải	Số 1939, Quốc lộ 55, xã Long Điền	10,478511	107,216029	917815079	4.894	6.419	0	0	0	Đủ CN	96	Thành phố Hồ Chí Minh	Long ĐiềnThành phố Hồ Chí Minh
An Khánh	4	Phường	76967	15	5021	Phường An Khánh (TP. Thủ Đức), Phường An Lợi Đông (TP. Thủ Đức), Phường Thảo Điền (TP. Thủ Đức), Phường Thủ Thiêm (TP. Thủ Đức)	Phường An Phú (TP. Thủ Đức)	phường Bình Trưng, phường Thủ Đức, phường Sài Gòn, phường Xóm Chiếu, phường Tân Thuận, phường Thạnh Mỹ Tây và phường Bình Quới	Số 171/1 Lương Định Của, phường An Khánh	10,031185	105,755656	918010000	23.049	30.564	4	4	0	Đủ CN	1537	Thành phố Hồ Chí Minh	An KhánhThành phố Hồ Chí Minh
Tân Bình	120	Phường	89373	2	42157	Phường 13 (Quận Tân Bình), Phường 14 (Quận Tân Bình)	Phường 15 (Quận Tân Bình)	phường Tân Sơn, phường Bảy Hiền, phường Tân Sơn Hoà, phường Tây Thạnh, phường Tân Sơn Nhì và phường Tân Phú	Số 387A Trường Chinh, phường Tân Bình	10,801704	106,642493	918224417	32.401	43.061	2	1	1	Thừa CN	16201	Thành phố Hồ Chí Minh	Tân BìnhThành phố Hồ Chí Minh
Long Bình	81	Phường	119637	29	4065	Phường Long Bình (TP. Thủ Đức)	Phường Long Thạnh Mỹ (TP. Thủ Đức)	phường Tăng Nhơn Phú, phường Linh Xuân, phường Long Phước, phường Đông Hoà và tỉnh Đồng Nai	Số 325 Nguyễn Văn Tăng, phường Long Bình	10,841874	106,823749	918348012	35.826	47.509	2	2	0	Đủ CN	1235	Thành phố Hồ Chí Minh	Long BìnhThành phố Hồ Chí Minh
An Long	6	Xã	17906	100	179	Xã An Linh (H. Phú Giáo), Xã An Long (H. Phú Giáo), Xã Tân Long (H. Phú Giáo)		xã Phước Thành, xã Bàu Bàng, xã Trừ Văn Thố, xã Phước Hoà, phường Bến Cát, phường Chánh Phú Hoà và tỉnh Đồng Nai	Số 231, đường ĐT 741C, xã An Long	11,352208	106,687626	918660692	1.489	1.972	0	0	0	Đủ CN	15	Thành phố Hồ Chí Minh	An LongThành phố Hồ Chí Minh
Tam Bình	116	Phường	153414	11	14324	Phường Bình Chiểu (TP. Thủ Đức), Phường Tam Bình (TP. Thủ Đức), Phường Tam Phú (TP. Thủ Đức)		phường Linh Xuân, phường Hiệp Bình, phường An Phú Đông và phường Bình Hoà, phường Dĩ An	Số 707 Tỉnh lộ 43, phường Tam Bình	10,868526	106,734810	918673616	45.941	60.922	0	1	(1)	Thiếu CN	4176	Thành phố Hồ Chí Minh	Tam BìnhThành phố Hồ Chí Minh
Bình Khánh	30	Xã	35482	158	224	Xã Bình Khánh (H. Cần Giờ), Xã Tam Thôn Hiệp (H. Cần Giờ)	Xã An Thới Đông (H. Cần Giờ)	xã An Thới Đông, xã Cần Giờ, xã Thạnh An, xã Nhà Bè, xã Hiệp Phước và tỉnh Đồng Nai	Ấp Bình An 1, xã Bình Khánh	10,643810	106,786706	919134505	3.922	5.149	0	0	0	Đủ CN	25	Thành phố Hồ Chí Minh	Bình KhánhThành phố Hồ Chí Minh
Tân Hưng	126	Phường	153674	9	17995	Phường Tân Phong (Quận 7), Phường Tân Hưng (Quận 7), Phường Tân Kiểng (Quận 7), Phường Tân Quy (Quận 7)		phường Tân Mỹ, phường Tân Thuận, phường Khánh Hội, phường Xóm Chiếu, phường Vĩnh Hội, phường Chánh Hưng, xã Bình Hưng và xã Nhà Bè	Số 9 đường 2A phường Tân Hưng	10,744377	106,698124	919404656	49.705	66.055	2	2	0	Đủ CN	5523	Thành phố Hồ Chí Minh	Tân HưngThành phố Hồ Chí Minh
Thới Hòa	150	Phường	79601	38	2099	Phường Thời Hoà (TP. Bến Cát) (giữ nguyên)		phường Hoà Lợi, phường Long Nguyên, phường Phú An, phường Bến Cát và phường Chánh Phú Hoà	Đường Quốc lộ 13, phường Thời Hòa	11,090498	106,625881	919450975	45.983	59.995	0	1	(1)	Thiếu CN	1210	Thành phố Hồ Chí Minh	Thới HòaThành phố Hồ Chí Minh
Phú Thọ Hòa	107	Phường	140436	3	46502	Phường Phú Thọ Hoà (Quận Tân Phú)	Phường Tân Quý (Quận Tân Phú), Phường Tân Thành (Quận Tân Phú)	phường Tân Sơn Nhì, phường Phú Thạnh, phường Tân Phú và phường Bình Hưng Hoà	Số 146 Độc Lập, phường Phú Thọ Hòa	10,792302	106,633361	934111986	23.834	31.709	0	1	(1)	Thiếu CN	7945	Thành phố Hồ Chí Minh	Phú Thọ HòaThành phố Hồ Chí Minh
Tân Tạo	136	Phường	113363	15	7707		Phường Tân Tạo A (Quận Bình Tân), Phường Tân Tạo (Quận Bình Tân), Xã Tân Kiên (Huyện Bình Chánh)	phường An Lạc, phường Bình Trị Đông, phường Bình Tân, xã Bình Lợi và xã Tân Nhựt	Số 1409 Tỉnh lộ 10, phường Tân Tạo	10,756492	106,586986	935123236	36.915	48.933	0	2	(2)	Thiếu CN	2461	Thành phố Hồ Chí Minh	Tân TạoThành phố Hồ Chí Minh
Đông Thạnh	62	Xã	190400	30	6313	Xã Đông Thạnh (H. Hóc Môn), Xã Nhị Bình (H. Hóc Môn), Xã Thới Tam Thôn (H. Hóc Môn)		Xã Bà Điểm, xã Hóc Môn, xã Bình Mỹ, phường Trung Mỹ Tây, phường Thới An, phường Tân Thới Hiệp, phường An Phú Đông, phường Thuận An và phường Lái Thiêu	Số 250 ấp 54, đường Đặng Thúc Vịnh, xã Đông Thạnh	10,904493	106,635812	938004411	25.706	34.130	0	1	(1)	Thiếu CN	857	Thành phố Hồ Chí Minh	Đông ThạnhThành phố Hồ Chí Minh
An Hội Đông	2	Phường	123681	3	37593	Phường 15 (Quận Gò Vấp), Phường 16 (Quận Gò Vấp)		phường An Hội Tây, phường Thông Tây Hội, phường Gò Vấp, phường Thới An và phường An Phú Đông	Số 330 (Số cũ 182) Thống Nhất, phường An Hội Đông	10,842173	106,665062	938020280	22.172	29.509	1	1	0	Đủ CN	7391	Thành phố Hồ Chí Minh	An Hội ĐôngThành phố Hồ Chí Minh
An Đông	1	Phường	81229	1	61537	Phường 5 (Quận 5), Phường 7 (Quận 5), Phường 9 (Quận 5)		phường Chợ Quán, phường Chợ Lớn, phường Chánh Hưng, phường Diên Hồng, phường Vườn Lài và phường Phú Định	Số 45 Phước Hưng, phường An Đông	10,756101	106,668336	938801979	25.409	33.482	1	1	0	Đủ CN	25409	Thành phố Hồ Chí Minh	An ĐôngThành phố Hồ Chí Minh
Long Hải	83	Xã	109149	28	3908	Thị trấn Long Hải, Xã Phước Tỉnh, Xã Phước Hưng (H. Long Đất)		phường Phước Thắng, xã Long Điền, xã Phước Hải và Biển Đông	Số 45, Hương lộ 5, xã Long Hải	10,403992	107,230238	938893636	11.118	14.583	0	0	0	Đủ CN	397	Thành phố Hồ Chí Minh	Long HảiThành phố Hồ Chí Minh
An Thới Đông	11	Xã	22607	258	88	Xã Lý Nhơn (H. Cần Giờ)	Xã An Thới Đông (H. Cần Giờ)	xã Bình Khánh, xã Cần Giờ, xã Hiệp Phước, tỉnh Tây Ninh, tỉnh Tiền Giang và Biển Đông	Ấp An Hòa 1, xã An Thới Đông	10,590408	106,789405	949093902	2.499	3.281	0	0	0	Đủ CN	10	Thành phố Hồ Chí Minh	An Thới ĐôngThành phố Hồ Chí Minh
An Phú	9	Phường	162930	17	9669	Phường An Phú (TP. Thuận An)	Phường Bình Chuẩn (TP. Thuận An)	phường Tân Đông Hiệp, phường Thuận Giao, phường Bình Hoà, phường Dĩ An và phường Tân Khánh	Đường ĐT743, phường An Phú	10,950223	106,741737	949552608	34.908	45.769	0	2	(2)	Thiếu CN	2053	Thành phố Hồ Chí Minh	An PhúThành phố Hồ Chí Minh
Đông Hòa	60	Phường	132056	22	6034	Phường Bình An (TP. Dĩ An), Phường Bình Thắng (TP. Dĩ An), Phường Đông Hoà (TP. Dĩ An)		phường Dĩ An, phường Tân Đông Hiệp, phường Long Bình, phường Linh Xuân và tỉnh Đồng Nai	Số 153, đường Quốc Lộ 1K, phường Đông Hòa	10,890683	106,784635	949985004	35.409	46.545	1	2	(1)	Thiếu CN	1610	Thành phố Hồ Chí Minh	Đông HòaThành phố Hồ Chí Minh
Chợ Lớn	52	Phường	85066	2	50938	Phường 11 (Quận 5), Phường 12 (Quận 5), Phường 13 (Quận 5), Phường 14 (Quận 5)		phường An Đông, phường Phú Định, phường Bình Tây, phường Bình Tiên, phường Diên Hồng và phường Minh Phụng	Số 527 Hồng Bàng, phường Chợ Lớn	10,750603	106,655057	962947979	26.609	35.063	0	1	(1)	Thiếu CN	13305	Thành phố Hồ Chí Minh	Chợ LớnThành phố Hồ Chí Minh
Long Hòa	84	Xã	25215	167	151	Xã Long Tân (H. Dầu Tiếng), Xã Long Hoà (H. Dầu Tiếng)	Xã Minh Tân (H. Dầu Tiếng), Xã Minh Thạnh (H. Dầu Tiếng)	xã Trừ Văn Thố, xã Bàu Bàng, xã Dầu Tiếng, xã Thanh An, xã Minh Thạnh, phường Long Nguyên và tỉnh Đồng Nai	Đường ĐT749A, ấp Long Điền, xã Long Hòa	11,314505	106,491831	967799797	2.091	2.744	0	0	0	Đủ CN	13	Thành phố Hồ Chí Minh	Long HòaThành phố Hồ Chí Minh
Dầu Tiếng	57	Xã	39056	183	214	Thị trấn Dầu Tiếng, Xã Định An, Xã Định Thành (H. Dầu Tiếng)	Xã Định Hiệp (H. Dầu Tiếng)	xã Long Hoà, xã Thanh An, xã Minh Thạnh và tỉnh Tây Ninh	Số 5, đường Lê Lợi, xã Dầu Tiếng	11,267209	106,367542	974666499	3.239	4.250	0	0	0	Đủ CN	18	Thành phố Hồ Chí Minh	Dầu TiếngThành phố Hồ Chí Minh
Thanh An	146	Xã	25324	137	185	Xã Thanh An (H. Dầu Tiếng)	Xã Định Hiệp (H. Dầu Tiếng), Xã Thanh Tuyền (H. Dầu Tiếng), Xã An Lập (H. Dầu Tiếng)	xã Long Hoà, xã Dầu Tiếng, phường Long Nguyên, phường Tây Nam và tỉnh Tây Ninh	Đường ĐT744, ấp Cần Giăng, xã Thanh An	11,201547	106,399400	977333608	2.100	2.756	0	0	0	Đủ CN	15	Thành phố Hồ Chí Minh	Thanh AnThành phố Hồ Chí Minh
Minh Thạnh	91	Xã	24215	159	152	Xã Minh Hoà (H. Dầu Tiếng)	Xã Minh Tân (H. Dầu Tiếng), Xã Minh Thạnh (H. Dầu Tiếng)	xã Long Hoà, xã Dầu Tiếng, tỉnh Đồng Nai và tỉnh Tây Ninh	Đường ĐT749B, ấp Hòa Cường, xã Minh Thạnh	11,446859	106,483507	978519523	2.008	2.635	0	0	0	Đủ CN	13	Thành phố Hồ Chí Minh	Minh ThạnhThành phố Hồ Chí Minh
Bình Mỹ	33	Xã	99675	54	1831	Xã Bình Mỹ (H. Củ Chi), Xã Trung An (H. Củ Chi), Xã Hoà Phú (H. Củ Chi)		xã Phú Hoà Đông, xã Đông Thạnh, xã Hóc Môn, phường Phú An, phường Chánh Hiệp, phường Thủ Dầu Một và phường Thuận An	Số 1627 Tỉnh lộ 8, ấp 1A, xã Bình Mỹ	10,979866	106,616409	979260218	21.308	28.058	0	1	(1)	Thiếu CN	395	Thành phố Hồ Chí Minh	Bình MỹThành phố Hồ Chí Minh
Đất Đỏ	56	Xã	43862	120	366	Thị trấn Đất Đỏ, Xã Láng Dài, Xã Long Tân, Xã Phước Long Thọ (H. Long Đất)		phường Tam Long, xã Long Điền, xã Phước Hải, xã Hồ Tràm, xã Xuân Sơn và xã Nghĩa Thành	Đường Lê Hồng Phong, ấp Hiệp Hòa, xã Đất Đỏ	10,470378	107,272365	982919392	6.740	8.856	0	0	0	Đủ CN	56	Thành phố Hồ Chí Minh	Đất ĐỏThành phố Hồ Chí Minh
